Name,urlwebsite,Description French,Description
creabl,http://www.creabl.com,"Conversion Rate Optimization Tools ⚡ Creabl.com ⚡ Watch session recordings, improve UX and boost your conversions with our website user tracking tool!","Conversion Rate Optimization Tools ⚡ Creabl.com ⚡ Watch session recordings, Improve UX and boost your conversions with our website user tracking tool!"
texturessaveurs,http://www.textures-saveurs.com,,#VALUE!
vignapart,http://www.vignapart.com,VIGNAPART est le spécialiste de la vente de vin nature et biologique en direct des vignerons! Sélection des meilleurs vins Bio et biodynamique à prix propriété.,VIGNAPART is a specialist in the sale of natural and organic wine growers live! Selection of the best wines Organic and biodynamic priced property.
aguila-technologies,http://www.aguila.fr,"Aguila Technologies, spécialiste des systèmes électroniques communicants de petite taille et faible consommation énergétique, intégrant la géolocalisation.","Aguila Technologies, specialist in communicating electronic systems of small size and low energy consumption, integrating geolocation."
ottspott,http://ottspott.co/,"Add a powerful phone platform to G Suite and Slack. Instant set-up, no long term contracts. Secure, global, scalable. Integrates seamlessly with your preferred business apps.","Add a phone Powerful platform to G Suite and Slack. Instant setup, no long term contracts. Secure, global, scalable. Integrates seamlessly with your preferred business apps."
slimpass,http://www.slimpass.com,,#VALUE!
simplelo,http://simplelo.com,,#VALUE!
fidesio,https://www.fidesio.com/,"Agence web &#9889;, nous accompagnons nos clients dans leur transformation digitale: Brand, 	&#128294; Conception, Design Thinking, &#128295;  Developpement, &#127919; referencement SEO et suivi.","Web agency & # 9889 ;, we support our customers in their digital transformation: Brand, & # 128294; Design, Design Thinking, & # 128295; Development, & # 127919; SEO search engine and monitoring."
obconnect,http://www.obconnect.com,,#VALUE!
alien6,http://www.alien6.com,Alien6 : Cabinet en Stratégie IT AI Enabler,Alien6: Cabinet AI IT Strategy Enabler
talkspirit,https://www.talkspirit.com,"talkspirit is a secure Enterprise Social Network for the workplace. Communicate, collaborate and connect in one familiar overview.","talkspirit is a secure Enterprise Social Network for the workplace. Communicate, Collaborate and connect in one familiar overview."
nepco,http://www.kippme.fr,Site not installed,Site not installed
villanovo,http://www.villanovo.com,"A unique collection of luxury villa rentals filled with character and charm in selected destinations. We provide a professional service, extraordinary villas, peace of mind and financial stability. Villanovo: Reassurance, Confidence, Reliability.","A unique collection of luxury villa rentals filled with character and charm in selected destinations. We provide a professional service, extraordinary villas, peace of mind and financial stability. VillaNovo: Reassurance, Confidence, Reliability."
vosfactures,http://vosfactures.fr/,"Simple, Complet, Intuitif. Pour une Meilleure Gestion de votre Entreprise - TPE, PME, AutoEntrepreneurs - Facturation, Relances, Paiements, Stocks...  Mac ou Windows.","Single, Full, Intuitive. To Better Manage Your Business - small, medium, autoentrepreneurs - Billing, Reminders, Payments, Inventories ... Mac or Windows."
speaken,http://speaken.com,Speaken vous connecte avec un tuteur natif pour pratiquer votre anglais 24/7. Disponible sur iOS et Android.,Speaken connects you with a native tutor to practice your English 24/7. Available on iOS and Android.
bob-depannage,http://www.bobdepannage.fr,"Un dépannage en urgence ou à plannifier ? Bob! dépannage vous propose un artisan professionnel, sympa, à un tarif très doux ! Dépannage – Bricolage – Travaux","A breakdown in emergency or plannifier? Bob! troubleshooting offers a professional craftsman, friendly, a very soft price! Troubleshooting - Supplies - Works"
simplifield,http://www.simplifield.com,"With Simplifield Retail Execution solution, get unprecedented visibility into your brand’s field operations. Track KPIs and increase sales in real time.","With SimpliField Retail Execution solution, get Unprecedented visibility into your brand's field operations. Track KPIs and sales Increase in real time."
welcome-jungle,http://www.welcometothejungle.co/,"Welcome to the Jungle est le guide qui vous accompagne dans votre recherche d'emploi : découvrez en photos et vidéos la culture des meilleures entreprises où postuler. Toutes leurs offres d'emploi CDI et CDD, stage, apprentissage et alternance.","Welcome to the Jungle is the guide who accompanies you in your job search: discover photos and videos culture of best companies to apply. All their jobs CDI and CDD, traineeship, apprenticeship and alternation."
societeinfocom,http://societeinfo.com,"Societeinfo agrège des millions de données d'entreprises (OPEN DATA, SIRENE, Infogreffe, WEB, BODACC, INPI). API Entreprise, Enrichissement de données, Prospection BtoB, Emails, Tél....","Societeinfo aggregates millions of enterprise data (OPEN DATA, SIREN, Infogreffe WEB, BODACC, INPI). Enterprise API, Data Enrichment, Prospecting BtoB, Emails, Phone ...."
studywork,http://www.studywork.fr,"
        Trouvez le métier, les études et l’école qui vous correspondent : des milliers d'étudiants et de professionnels sont là pour vous y aider","
        Find the business, education and the school that you match: thousands of students and professionals are there to help you there"
mediarithmics,http://www.mediarithmics.com/fr/,mediarithmics est une plateforme ouverte et intégrée de Data Marketing. Elle permet à ses clients de valoriser de leur actif Data et lancer rapidement des campagnes de marketing programmatique personnalisées et en temps réel.,mediarithmics is an open platform and integrated Data Marketing. It enables customers to value their assets Data and quickly launch customized programmatic marketing campaigns in real time.
picintouch-la-pepite,http://www.picintouch.com,"Picintouch, l'abonnement photo pour donner de ses nouvelles à sa famille... Une box photos pour partager en famille ses souvenirs de ses enfants, à ses parents, ou grands-parents. Un cadeau multi générationnel qui crée du lien.","Picintouch, photo subscription to give news to his family ... A box photos to share with family memories of his children, his parents, or grandparents. A multi generational gift that creates the link."
ulike,http://ulike-app.com,,#VALUE!
cityscoot,http://www.cityscoot.eu,Les scooters en libre-service !,self-service Scooters!
groupeer-technologies,http://www.groupeer.fr,"T-Check par Groupeer (ou Groupir), une billettique scolaire de nouvelles générations développée spécialement autour des problématiques du transport scolaire.","T-Check by Groupeer (or Groupir), a school new generations ticketing developed specifically around the issues of school transportation."
carlipa,http://www.carlipa.com/en/,,#VALUE!
7circles,http://www.7circles.com,Seven Circles offers you innovative solutions to find performance and agility in your digital transformation projects,Seven Circles offers you innovative solutions to find performance and agility in your digital transformation projects
captainleads,http://www.captainleads.com/,,#VALUE!
frenchie-nature,http://www.frenchienature.com/home/,,#VALUE!
sergentweb,http://www.sergentweb.com,"SergentWeb donne une estimation du prix de votre projet internet gratuite et instantanée, et vous met en relation avec les meilleurs prestataires du marché.","SergentWeb gives an estimate of the price of your free internet and instant project, and connects you with the best service providers in the market."
de-rigueur,http://www.derigueur.fr,,#VALUE!
workiz,http://www.workiz.com,"Workiz field service management and scheduling software makes it easy for service businesses to schedule jobs, manage their field team and get paid.","Workiz field service management and scheduling software Makes it easy for businesses Service to schedule jobs, manage Their field team and get paid."
openergy,http://www.openergy.fr,"Oplus est une plateforme cloud de simulation énergétique des bâtiments, qui accompagne vos projets de la conception jusqu’en exploitation.","Oplus is a cloud platform for building simulation, which accompanies the operation until your design projects."
tabobine,http://www.tabobine.com,"Cabines Photo Vintage connectées aux réseaux sociaux. Implantation dans la durée ou location événementielle de nos cabines type photomaton au look unique. Pour 1 jour, 1 mois, 1 an ou plus, contactez-nous pour accueillir votre cabine photo TABOBINE dans votre événement ou votre établissement.","Photo Booths Vintage connected to social networks. Implantation in duration or event our booth rental cabins kind unique look. For 1 day 1 month 1 year or more, contact us to accommodate your TABOBINE photo booth at your event or your business."
point-shop,http://www.point-shop.fr,This domain name has been registered with Gandi.net. It is currently parked by the owner.,This domain name has-been registered with Gandi.net. It is Currently parked by the owner.
kpler,http://www.kpler.com,"Founded in 2014, Kpler is an intelligence company providing transparency solutions in energy markets","Founded in 2014, Kpler is an intelligence company providing good solutions transparency in energy markets"
digimobee,http://www.digimobee.com/,"DigiMobee développe et opère des services numériques innovants pour la mobilité, le transport et les villes : Mobeefleet et Mobeepass.","DigiMobee develops and operates innovative digital services for mobility, transportation and cities: Mobeefleet and Mobeepass."
